"6887","PEOPLES LOBBY INC","-1"
"1178","CITIZENS IN CHARGE FOUNDATION","-1"
"10875","COMMUNITY BANKERS ASSOCIATION OF NEW YORK STATE","-1"
"9012","AVCO CORPORATION","-1"
"882","CALIFORNIA NEWSPAPER PUBLISHERS ASSOCIATION","-1"
"8305","EAST SAN GABRIEL SERVICES FOR THE DISABLED","-1"
"2908","MICHIGAN RELIGIOUS COALITION FOR REPRODUCTIVE CHOICE","-1"
"9651","TOWN OF KINGSBURG","-1"
"10141","GEICO GROUP OF COMPANIES","-1"
"2922","MIDWEST IMMIGRANT AND HUMAN RIGHTS CENTER","-1"
"7121","TAMPA MARITIME ASSOCIATION","-1"
"10871","BF GOODRICH COMPANY","-1"
"2470","JEWS FOR THE PRESERVATION OF FIREARMS OWNERSHIP","1989"
"4044","PEOPLE FOR THE AMERICAN WAY","1980"
"8732","INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS","-1"
"210","AMERICAN CHIANINA ASSOCIATION","1972"
"4647","SUN MICROSYSTEMS","1984"
"10860","LIMITS","-1"
"8520","CEMENT MASONS TRUST FUNDS FOR SOUTHERN CALIFORNIA","-1"
"7484","SOUTH CAROLINA ELECTRIC COOPERATIVE ASSOCIATION INC","-1"
"6268","COTY INCORPORATED","-1"
"2833","MECHANICAL CONTRACTORS ASSOCIATION OF AMERICA","1889"
"7332","DENVER PUBLISHING COMPANY","-1"
"12147","LIFE EDUCATION AND RESOURCE NETWORK","-1"
"10003","NATIONAL ORGINIZATION FOR WOMEN LEGAL DEFENSE AND EDUCATION FUND","-1"
"3430","NATIONAL KOREAN AMERICAN SERVICE AND EDUCATION CONSORTIUM","-1"
"9911","WHITE EARTH EQUAL RIGHTS COMMITTEE","-1"
"8813","COUNCIL FOR FINANCIAL AID TO EDUCATION","-1"
"6704","VIRGINIA STATE BAR","-1"
"9590","AGUA CALIENTE BAND OF MISSION INDIANS","-1"
"10456","CHATHAM MASSACHUSETTS CONSERVATION COMMISSION","-1"
"1583","DREXEL UNIVERSITY EARLE MACK SCHOOL OF LAW","-1"
"6251","RETAIL GASOLINE DEALERS ASSOCIATION OF MICHIGAN INC","-1"
"4223","PUERTO RICAN BAR ASSOCIATION","1977"
"3226","NATIONAL ASSOCIATION OF SOCIAL WORKERS","1955"
"4320","RIVER ALLIANCE","1994"
"568","ASSOCIATION OF BACCALAUREATE SOCIAL WORK PROGRAM DIRECTORS","-1"
"9640","TOWN OF AZUZA","-1"
"8973","NORTH DALLAS BANK AND TRUST CO","-1"
"11262","NEW JERSEY FAMILY POLICY COUNCIL","-1"
"7254","UNION ELECTRIC COMPANY","-1"
"11495","NEW JERSY SCHOOL BAORDS ASSOCIATION","-1"
"6282","PONDS INC","-1"
"9521","NATIONAL LEAGUE FOR NURSING","-1"
"12122","MARICOPA COUNTY ATTORNEYS OFFICE","-1"
"7423","ASSOCIATED EQUIPMENT DISTRIBUTORS","-1"
"11455","IDAHO LAW FOUNDATION INC","-1"
"10923","ASSOCIATION OF STATE FLOODPLAIN MANAGERS","-1"
"2467","JEWISH WAR VETERANS OF THE UNITED STATES OF AMERICA","1896"
"2015","GRIEF RECOVERY AFTER SUBSTANCE PASSING","-1"
"7117","TRUSTEES OF READING CO","-1"
"12123","MANNING AND MARDER KASS ELLROD RAMIREZ","-1"
"3364","NATIONAL FAMILY PARTNERSHIP","1971"
"11681","DEMAG DELAVAL TURBOMACHINERY CORPORATION AND KINETICS TECHNOLOGY INTERNATIONAL CORPORATION","-1"
"8329","HUDSON PULP AND PAPER CORP","-1"
"9937","WASHINGTON CONTRACT LOGGERS ASSOCIATION","-1"
"7815","ARIZONA STATE AFL-CIO","-1"
"11520","MEN OVERCOMING VIOLENCE INC","-1"
"3331","NATIONAL COUNCIL ON CRIME AND DELINQUENCY","1907"
"8647","LOUISIANA STATE MEDICAL SOCIETY","-1"
"11389","SCHILLER INSTITUTE","-1"
"1999","GRASSROOTS INTERNATIONAL","1983"
"6890","BOARD OF TRUSTEES OF CALIFORNIA STATE COLLEGES","-1"
"3858","OHIO COALITION FOR THE EDUCATION OF CHILDREN WITH DISABILITIES","-1"
"4795","TOWING AND RECOVERY ASSOCIATION OF AMERICA","1979"
"10395","LEARNING DISABILITY ASSOCIATION OF AMERICA ADVOCACY INCORPORATED","-1"
"6563","CONNECTICUT JEWISH COMMUNITY RELATIONS COUNCIL","-1"
"11641","ADAM OPEL AG","-1"
"7919","NATIONAL BLACK UNITED FUND","-1"
"12176","INTERNATIONAL ASSOCIATION FOR THE SCIENTIFIC STUDY OF INTELLECTUAL AND DEVELOPMENTAL DISABILITIES","-1"
"1481","DARFUR AND BEYOND","-1"
"1529","DIRECT MARKETING ASSOCIATION","1917"
"4446","SERVICE STATION DEALERS OF AMERICA AND ALLIED TRADES","1947"
"6627","EVANSVILLE IN PRESS","-1"
"12148","FAMILY FIRST","-1"
"11320","AIR CONDITIONING TRADES ASSOCIATION INC","-1"
"8463","RHODE ISLAND CONSUMER COUNCIL","-1"
"11373","GRAND LODGE OF THE FRATERNAL ORDER OF POLICE","-1"
"10876","INDEPENDENT BANKERS ASSOCIATION OF TEXAS","-1"
"10539","GAY MENS HEALTH CRISIS","-1"
"9712","MONTANA COAL COUNCIL","-1"
"10896","NATIONAL BLACK CHAMBER OF COMMERCE INC","-1"
"4715","TENNESSEE SHERIFFS ASSOCIATION","-1"
"9969","PURDUE UNIVERSITY","-1"
"3954","OUTLAWS","-1"
"4503","SOCIETY FOR PROFESSIONAL JOURNALISTS","1909"
"6212","AMERICAN UNITARIAN ASSOCIATION","-1"
"9539","PRIVATE CARRIERS CONFERENCE INC","-1"
"3735","THE NEWSPAPER GUILD CWA","-1"
"7395","DEVEREUX CORPORATION","-1"
"4115","PRIDE INTERNATIONAL","2001"
"3392","NATIONAL HEALTH COUNCIL","-1"
"8868","NATIONAL ASSOCIATION OF CATALOG SHOWROOM MERCHANDISERS","-1"
"7472","GILA RIVER INDIAN COMMUNITY","-1"
"3733","NEWS DIRECTORS ASSOCIATION","1992"
"3780","NORTH DAKOTA STOCKMENS ASSOCIATION","-1"
"9395","NATIONAL INDIAN YOUTH COUNCIL INC","-1"
"7678","ARIZONA WATER COMMISSION","-1"
"11613","PENNSYLVANIA DEFENSE INSTITUTE","-1"
"8120","STATE OF ARKANSAS","-1"
"1174","CITIZENS FOR HONEST GOVERNMENT","-1"
"3977","PANTHEIST ASSOCIATION FOR NATURE","-1"
"7667","ASIAN AMERICAN LAW ASSOCIATION OF THE GREATER BAY AREA","-1"
"8795","TATE OF CALIFORNIA TEACHERS RETIREMENT SYSTEM","-1"
"451","APPLERA","-1"
"6096","TEXAS AGRICULTURAL ASSOCIATION","-1"
"6130","AMERICAN NEWSPAPER GUILD","-1"
"11644","ALASKH TRADING CORPORATION AND BEEF AMERICA OPERATING COMPANY INC","-1"
"10590","WOMENS CITY CLUB OF NEW YORK","-1"
"4601","SRIMEDIA AND CORERATINGS","2008"
"8594","INTERNATIONAL UNION OF OPERATING ENGINEERS","-1"
"4322","RIVERKEEPER","1983"
"7043","ASSOCIATION OF MOTION PICTURE AND TELEVISION PRODUCERS INC","-1"
"9171","US STUDENT ASSOCIATION","-1"
"8008","BLOCK COMMUNITIES INC","-1"
"7236","CONNECTICUT LIGHT AND POWER COMPANY","-1"
"1752","EYAK PRESERVATION COUNCIL","1973"
"2937","MINNESOTA BUSINESS PARTNERSHIP","1977"
"5045","VIRGINIA SHERIFFS ASSOCIATION","1976"
"4313","RICHARD NORMAN CO","2010"
"3890","OKLAHOMA STATE SCHOOL BOARDS ASSOCIATION","1955"
"3686","NEW YORK CITY CHAPTER OF THE NATIONAL MULTIPLE SCLEROSIS SOCIETY","-1"
"10382","BURLINGTON NORTHERN RAILROAD COMPANY","-1"
"9685","LAWYERS CLUB OF SAN DIEGO","-1"
"11340","MASTERCARD INTERNATIONAL","-1"
"7305","NORTHWEST PUBLIC POWER ASSOCIATION","-1"
"4303","RHODE ISLAND COMMERCIAL FISHERMENS ASSOCIATION","-1"
"9466","COMPAGNIE NATIONALE AIR FRANCE","-1"
"4727","TEXAS ASSOCIATION OF COUNTIES","1969"
"8830","MAINE ASSOCIATION OF HANDICAPPED PERSONS","-1"
"4504","SOCIETY FOR RESEARCH ON NICOTINE AND TOBACCO","1994"
"6598","LONG ISLAND CONFERENCE OF RELIGIOUS ELEMENTARY AND SECONDARY SCHOOL ADMINISTRATORS","-1"
"11673","COASTAL STATES ENERGY COMPANY","-1"
"10410","DOUBLEDAY BOOK AND MUSIC CLUBS INC","-1"
"7263","AMERICAN CIVIC ASSOCIATION INC","-1"
"7380","SHOSHONE INDIAN TRIBE","-1"
"10772","MISSOURI ASSOCIATION OF CRIMINAL DEFENSE LAWYERS","-1"
"6346","JEWISH COMMUNITY COUNCIL OF GREATER WASHINGTON","-1"
"6250","NORTH CAROLINA OIL JOBBERS ASSOCIATION","-1"
"3929","OREGON SCHOOL ACTIVITIES ASSOCIATION","1944"
"2935","MINNESOTA ADVOCATES FOR HUMAN RIGHTS","1983"
"11427","COALITION TO PRESERVE THE INTEGRITY OF AMERICAN TRADEMARKS","-1"
"34","ADVERTISING PHOTOGRAPHERS OF AMERICA","1981"
"9295","CITY OF ROSS","-1"
"1032","CENTER FOR MORAL CLARITY","-1"
"4396","SAVE DARFUR COALITION","2005"
"9256","NATIONAL ASSOCIATION OF SCHOOL SECURITY DIRECTORS","-1"
"6522","AMERICANS FOR CONSTITUTIONAL ACTION BALTIMORE CHAPTER","-1"
"8412","CITY OF RIVERSIDE","-1"
"10617","NATIONAL WOMEN ABUSE PREVENTION CENTER","-1"
"8438","PEOPLE OF THE STATE OF CALIFORNIA","-1"
"7890","GOVERNMENT CONTRACT EMPLOYERS ASSOCIATION","-1"
"8902","SEMINOLE TRIBE OF FLORIDA","-1"
"2490","JUDICIAL CONSENT FOR MINORS LAWYER REFERRAL PANEL","-1"
"4960","URUGUAYAN FEDERATION OF THERAPEUTIC COMMUNITIES","-1"
"11022","LIVERPOOL AND LONDON STEAMSHIP PROTECTION AND INDEMNITY ASSOCIATION LIMITED","-1"
"1949","GEORGIA ASSOCIATION OF EDUCATORS","1867"
"7950","WCA WOMENS TRADE CENTER","-1"
"476","ARIZONA SHERIFS ASSOCIATION","1968"
"7555","DONLAN ENTERPRISES INC","-1"
"1384","CENTER FOR STATE ENFORCEMENT OF ANTITRUST AND CONSUMER PROTECTION LAWS","-1"
"8953","DALLAS NATIONAL BANK","-1"
"11828","INTERNATIONAL VENEER CO","-1"
"9667","INDUSTRIAL UNION DEPARTMENT","-1"
"2416","IOWA STATE SHERIFFS AND DEPUTIES ASSOCIATION","-1"
"1471","CUWIN FOUNDATION","-1"
"7526","JANE ADDAMS CENTER A HULL HOUSE AFFILIATE","-1"
"2529","KANSAS SHERIFFS ASSOCIATION","-1"
"6249","VIRGINIA PETROLEUM JOBBERS ASSOCIATION","-1"
"3983","PARENT TEACHER ASSOCIATION","-1"
"2586","LADIES PROFESSIONAL GOLF ASSOCIATION","1950"
"6940","ALABAMA POWER","-1"
"12073","RETAILERS ASSOCIATION OF MASSACHUSETTS","-1"
"2938","MINNESOTA CATTLEMENS ASSOCIATION","1978"
"5093","WASHINGTON INTRACTABLE CHRONIC PAIN ASSOCIATION","-1"
"8541","NATIONAL SATELLITE CABLE ASSOCIATION","-1"
"8106","OPERATING ENGINEERS PENSION TRUST","-1"
"6094","THE OHIO STATE PHARMACEUTICAL ASSOCIATION","-1"
"7756","NORTH CAROLINA DISTRICT ATTORNEYS ASSOCIATION","-1"
"372","AMERICAN RIVERS","1973"
"6649","CONNECTICUT CIVIL LIBERTIES UNION","-1"
"10317","MODESTO IRRIGATION DISTRICT","-1"
"10111","GUILD OF CATHOLIC LAWYERS OF THE ARCHDIOCESE OF NEW YORK","-1"
"7349","OWENS-ILLINOIS INC","-1"
"4748","TEXAS LEGAL SERVICES CENTER","1981"
"4238","QWEST COMMUNICATIONS","1966"
"3178","NATIONAL ASSOCIATION OF HOME BUILDERS","-1"
"6480","TEXAS CIVIL LIBERTIES UNION","-1"
"11358","COMMERCIAL FEDERAL CORPORATION AND COMMERCIAL FEDERAL BANK FSB","-1"
"8769","UINTAH TRIBE","-1"
"1850","FLORIDAS CHILDREN FIRST","2005"
"1528","DIGNITY USA","1969"
"6895","BURROUGHS CORPORATION","-1"
"2089","HEPATITIS C ASSOCIATION","2002"
"9321","ASSOCIATION FOR PUBLIC JUSTICE","-1"
"11800","WORLD BOOK INC","-1"
"9272","NATIONAL INSTITUTE FOR WOMEN OF COLOR","-1"
"4047","PEPPERDINE UNIVERSITY","1937"
"1727","ETHIOPIAN COMMUNITY DEVELOPMENT COUNCIL","1983"
"1383","CONSUMER PROJECT ON TECHNOLOGY","1995"
"11753","SEIBE NORTH INC","-1"
"12006","AMERICAN POLICY CENTER","-1"
"843","CALIFORNIA AGRICULTURAL ISSUES FORUM","-1"
"3308","NATIONAL CONSORTIUM FOR ACADEMICS AND SPORTS","-1"
"493","ARKANSAS WILDLIFE FEDERATION","1936"
"4475","SIKH COUNCIL ON RELIGION AND EDUCATION","-1"
"8441","MOTHERS AGAINST DRUNK DRIVING","-1"
"3575","NAVIGATORS","1943"
"8475","PANASONIC HAWAII INC","-1"
"7420","COMMUNITY SERVICE SOCIETY OF NEW YORK","-1"
"9639","TOWN OF BALDWIN PARK","-1"
"4178","PROTECTION AND ADVOCACY AGENCY OF IDAHO","-1"
"10198","PRUDENTIAL-BACHE SECURITIES INC","-1"
"8162","NATIONAL ASSOCIATION OFBROADCASTORS","-1"
"494","ARMSKEEPERSORG","-1"
"1813","FILM INDEPENDENT","1980"
"453","APPLIED MATERIALS","1967"
"8277","FENERIC PHARMACEUTICAL INDUSTRY ASSOCIATION","-1"
"8182","CALIFORNIA PUBLIC UTILITIES COMMISSION","-1"
"6544","NATIONAL COUNCIL OF JUVENILE COURT JUDGES","-1"
"3276","NATIONAL CENTER ON CITIZENSHIP AND IMMIGRATION","-1"
"4534","SOULFORCE","-1"
"10471","HAZARDOUS WASTE TREATMENT COUNCIL","-1"
"318","AMERICAN INDIAN HIGHER EDUCATION CONSORTIUM","1972"
"8028","PARISH HALL SCHOOL","-1"
"296","AMERICAN GAMING ASSOCIATION","1995"
"911","CALIFORNIA WOMENS LAW CENTER","-1"
"4023","PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION","1970"
"8556","BELMONT SCHOOL DISTRICT","-1"
"6164","THE WORKERS DEFENSE LEAGUE","-1"
"2775","MANUFACTURED HOUSING EDUCATIONAL TRUST OF SANTA CLARA COUNTY","-1"
"10532","FEDERATION OF FEMINIST WOMENS HEALTH CENTERS","-1"
"11685","EASTERN SMELTING AND REFINING CORPORATION","-1"
"8383","METRO HOUSING RESOURCES OF ST LOUIS MISSOURI","-1"
"6509","NATIONAL FOREST PRODUCTS ASSOCIATION","-1"
"7006","NATIONAL EMERGENCY CIVIL LIBERTIES COMMITTEE","-1"
"2629","LEAGUE OF WOMEN VOTERS OF TEXAS","1963"
"7651","UNION WOMENS ALLIANCE","-1"
"3753","NORTH AMERICAN SOCIETY OF ADOLESCENT AND PEDIATRIC GYNECOLOGY","-1"
"11263","NORTH CAROLINA FAMILY POLICY COUNCIL","-1"
"10335","ILLINOIS PUBLIC DEFENDER ASSOCIATION","-1"
"261","AMERICAN DENTAL ASSOCIATION","1859"
"3559","NATIONAL YOUTH RIGHTS ASSOCIATION","1998"
"3657","NEW MEXICO BLACK LAWYERS ASSOCIATION","-1"
"8447","CITY OF ST LOUIS MISSOURI","-1"
"2118","HOME FOR WOMEN AND CHILDREN","1976"
"9864","SISTERS OF MERCY HEALTH CORPORATION","-1"
"6650","BEXAR COUNTY LEGAL AID ASSOCIATION","-1"
"2091","HERCULES INC","1912"
"1928","GENENTECH","-1"
"350","AMERICAN MEDICAL DEPOT","-1"
"11903","NEW MEXICO PUBLIC LANDS COUNCIL","-1"
"7059","HARVARD COLLEGE","-1"
"1990","GRADY HEALTH SYSTEM","1991"
"9242","CALIFORNIA STATE AUTOMOBILE ASSOCIATION INTER-INSURANCE BUREAU","-1"
"6252","MICHIGAN PETROLEUM ASSOCIATION INC","-1"
"8358","PENNSYLVANIA TRIAL LAWYERS ASSOCIATION","-1"
"7185","GULF COAST PULPWOOD ASSOCIATION","-1"
"6995","K-N ENTERPRISES","-1"
"10107","CENTER FOR THE RIGHTS OF THE TERMINALLY ILL","-1"
"2432","PHILIP J GILLIGAN INC","-1"
"6201","UNITED RETAIL WHOLESALE AND DEPARTMENT STORE EMPLOYEES OF AMERICA","-1"
"1403","CORNELL LAW SCHOOL","-1"
"12130","NATIONAL 4-H COUNCIL","-1"
"7327","THE GLOBE NEWSPAPER COMPANY","-1"
"9112","CONGRESSIONAL COALITION","-1"
"392","AMERICAN SOYBEAN ASSOCIATION","1920"
"904","CALIFORNIA STATE WATER RESOURCES CONTROL BOARD","-1"
"4104","PR NEWSWIRE","2002"
"10848","TRANSPORTATION AND LOGISTICS COUNCIL","-1"
"10231","GAY AND LESBIAN DEMOCRATS OF AMERICA","-1"
"8330","AIR FORCE SERGEANTS ASSOCIATION","-1"
"10190","CAPITAL CITIES ABC","-1"
"1486","DC COALITION AGAINST DOMESTIC VIOLENCE","1986"
"4620","STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION BERMUDA","-1"
"12062","DELTA AND PINE LAND COMPANY","-1"
"4058","PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA","-1"
"8500","CHICAGO POLICE DEPARTMENT","-1"
"1250","COLORADO ASSOCIATION OF NONPROFIT ORGANIZATIONS","1983"
"862","CALIFORNIA CONSUMER HEALTH CARE COUNCIL","-1"
"119","ALLIANCE OF AUTOMOBILE MANUFACTURERS","1999"
"9188","SOUTH CAROLINA ACADEMY OF SCIENCE","-1"
"2798","MARYLAND STATE RIFLE AND PISTOL ASSOCIATION","1965"
"6620","ALBUQUERQUE JOURNAL","-1"
"4700","TELECOMMUNICATIONS RESEARCH AND ACTION COUNCIL","2002"
"9450","CALIFORNIA BUTCHERS PENSION TRUST FUND","-1"
"6325","HAMILTON PLACE ASSOCIATION","-1"
"9414","PRINTING SPECIALTIES AND PAPER PRODUCTS JOINT EMPLOYER AND UNION HEALTH AND WELFARE FUND","-1"
"9764","CATHOLIC CONFERENCE","-1"
"8176","IDAHO POWER COMPANY","-1"
"1428","COUNCIL OF PUBLIC RELATIONS FIRMS","1998"
"1997","GRASSFIRE NET","-1"
"6612","NORTH AMERICAN ASSOCIATION OF ALCOHOLISM PROGRAMS","-1"
"9064","RABBINICAL ALLIANCE OF AMERICA","-1"
"6779","EAST HARLEM BLACK SCHOOLS","-1"
"6843","SAN FRANCISCO NEIGHBORHOOD LEGAL ASSISTANCE FOUNDATION","-1"
"1708","EQUAL PARTNERS IN FAITH","1997"
"6757","CALIFORNIA TAX PAYERS ASSOCIATION","-1"
"3784","NORTH PARK THEOLOGICAL SEMINARY","-1"
"11333","SOUTHEASTERN LUMBER MANUFACTURERS ASSOCIATION","-1"
"2957","MINNESOTA STATE SHERIFFS ASSOCIATION","1885"
"11146","CALIFORNIA BUSINESS PROPERTIES ASSOCIATION","-1"
"2580","KURUKULLA CENTER FOR TIBETAN BUDDHIST STUDIES","1989"
"3809","NORTHWEST HORTICULTURAL COUNCIL","1947"
"6352","EAST ASIATIC COMPANY","-1"
"5169","WHITNEY ASSOCIATES","-1"
"8271","STATE OF SOUTH DAKOTA","-1"
"4051","PERLEGEN SCIENCES","2000"
"10143","LUMBERMENS MUTUAL CASUALTY COMPANY","-1"
"9602","INSURANCE CONSUMER ACTION NETWORK","-1"
"2186","ILLINOIS ASSOCIATION OF WOMEN CONTRACTORS AND ENTREPRENEURS","-1"
"11453","HAWAII JUSTICE FOUNDATION","-1"
"7316","CAJUN ELECTRIC POWER COOPERATIVE INC","-1"
"14","ABF FREIGHT SYSTEM","1935"
"10442","MASSACHUSETTS DISTRICT ATTORNEYS ASSOCIATION","-1"
"677","BALTIC AND INTERNATIONAL MARITIME COUNCIL","1905"
"2025","GUN OWNERS OF SOUTH CAROLINA","-1"
"6313","WEST WALNUT MANOR ASSOCIATION","-1"
"2060","HAWAII MAOLI","1997"
"11736","OXBOW CARBON","-1"
"8616","ELEPHANT BUTTE IRRIGATION DISTRICT","-1"
"2486","JPMORGAN CHASE BANK NA","-1"
"6924","NATIONAL ABORTION ACTION COALITION","-1"
"610","ASSOCIATION OF PATENT LAW","-1"
"3368","NATIONAL FEDERATION OF ABSTRACTING AND INFORMATION SERVICES","-1"
"1433","COUNCIL ON LIBRARY AND INFORMATION RESOURCES","1956"
"4075","PICTURE ARCHIVE COUNCIL OF AMERICA","1975"
"2863","MENTOR GRAPHICS","1981"
"6512","AMERICAN PARENTS COMMITTEE INC","-1"
"11144","CONSULTING ENGINEERS AND LAND SURVEYORS OF CALIFORNIA","-1"
"10401","NORTON SOUND HEALTH CORPORATION","-1"
"7501","NEBRASKA PRESS ASSOCIATION","-1"
"6294","SEAFARERS INTERNATIONAL UNION OF NORTH AMERICA","-1"
"6407","GEORGIA PUBLIC SERVICE COMMISSION","-1"
"9816","COMMITTEES ON IMMIGRATION AND NATIONALITY","-1"
"7040","ASSOCIATION OF STATE COLLEGES AND UNIVERSITIES","-1"
"12165","PARENTS FOR TITLE IX","-1"
"9893","BAY AREA COALITION AGAINST CHILD ABUSE","-1"
"9191","WEST VIRGINIA ACADEMY OF SCIENCES","-1"
"3646","NEW JERSEY FARM BUREAU FEDERATION","1918"
"9671","WOMEN FOR FAITH AND FAMILY","-1"
"11359","PERPETUAL FINANCIAL CORPORATION","-1"
"9726","NATIONAL ORGANIZATION OF GAY AND LESBIAN SCIENTISTS AND TECHNICAL PROFESSIONALS","-1"
"8952","DALLAS INTERNATIONAL BANK","-1"
"2732","LUCAS BROS PARTNERSHIP","-1"
"12244","UNIVERSITY OF CALIFORNIA-DAVIS SCHOOL OF LAW","-1"
"12183","THE EQUAL EMPLOYMENT ADVISORY COUNCIL","-1"
"11252","NATIONAL CENTER FOR PUBLIC POLICY ANALYSIS","-1"
"6287","YARDLEYS OF LONDON INC","-1"
"9431","BUTCHERS AND PROVISION WORKERS PENSION FUND FOR SOUTHERN CALIFORNIA","-1"
"8947","BROOKHOLLOW NATIONAL BANK","-1"
"4081","PIXELPLUS","-1"
"6214","THE NORTHERN BAPTIST CONVENTION","-1"
"9310","MOHAWK VALLEY LIQUOR STORE ASSOCIATION INC","-1"
"6886","OFFICERS OF THE UNITED MINE WORKERS OF AMERICA","-1"
"8232","CITY OF LA MESA","-1"
"1807","FEMINISTS FOR FREE EXPRESSION","1992"
"4356","SACRED HEART FAMILY VIOLENCE CENTER","-1"
"9136","CITY OF AZUSA","-1"
"4274","RELIGIOUS COALITION FOR REPRODUCTIVE CHOICE","-1"
"11051","VERMONT BANKERS ASSOCIATION","-1"
"9446","SOUTHERN CALIFORNIA MEATCUTTERS UNIONS AND FOOD EMPLOYERS BENEFIT TRUST FUND","-1"
"9390","WOMEN FOR AMERICAN EDUCATION AND LEGAL DEFENSE FOUNDATION","-1"
"4830","TURNAROUND FOURTEEN MARITIME SERVICES","-1"
"9707","BUREAU OF CATHOLIC INDIAN MISSIONS","-1"
"7963","MOORE MCCORMACK LINES INC","-1"
"4845","UNITARIAN UNIVERSALIST WOMENS FEDERATION","1963"
"10178","WINE AND SPIRITS WHOLESALERS OF CONNECTICUT INC","-1"
"8689","AMERICAN CIVIL LIBERTIES UNION OF OKLAHOMA","-1"
"1042","CENTER FOR RESEARCH INTO GOVERNMENTAL PROCESSES","-1"
"2004","GRAYSON AND KUBLI","-1"
"2598","LAUTMAN AND","1992"
"3934","OREGON TROUT","2003"
"8080","STATE OF NEW YORK","-1"
"2940","MINNESOTA CENTER FOR ENVIRONMENTAL ADVOCACY","1974"
"8768","WHITE MOUNTAIN APACHE TRIBE","-1"
"8897","JUSTICE AND PEACE OFFICE OF THE ARCHDIOCESE OF DENVER","-1"
"2624","LEAGUE OF UNITED LATIN AMERICAN CITIZENS","1929"
"2254","INDIVIDUAL RIGHTS FOUNDATION","-1"
"337","AMERICAN LEGACY FOUNDATION","1999"
"1994","GRANT THORNTON","1924"
"2064","HAWAII STATE TEACHERS ASSOCIATION","1971"
